run_time,valid_time,lead_hours,short_name,step_type,units,grid_type,grid_N,grid_lat,grid_lon,distance_km,temperature_k,temperature_c
2026-08-01,2026-08-09 12:00:00,204,2t,instant,K,reduced_gg,640,13.70558269111348,109.25045703839122,8.899839258313467,300.4861297607422,27.33612976074221
2026-08-01,2026-08-09 18:00:00,210,2t,instant,K,reduced_gg,640,13.70558269111348,109.25045703839122,8.899839258313467,301.2731018066406,28.123101806640648
2026-08-01,2026-08-10 00:00:00,216,2t,instant,K,reduced_gg,640,13.70558269111348,109.25045703839122,8.899839258313467,301.6665802001953,28.516580200195335
2026-08-01,2026-08-10 06:00:00,222,2t,instant,K,reduced_gg,640,13.70558269111348,109.25045703839122,8.899839258313467,304.1802673339844,31.030267333984398
2026-08-01,2026-08-10 12:00:00,228,2t,instant,K,reduced_gg,640,13.70558269111348,109.25045703839122,8.899839258313467,301.6820068359375,28.532006835937523
2026-08-01,2026-08-10 18:00:00,234,2t,instant,K,reduced_gg,640,13.70558269111348,109.25045703839122,8.899839258313467,301.07769775390625,27.927697753906273
2026-08-01,2026-08-11 00:00:00,240,2t,instant,K,reduced_gg,640,13.70558269111348,109.25045703839122,8.899839258313467,301.51536560058594,28.36536560058596
2026-08-01,2026-08-11 06:00:00,246,2t,instant,K,reduced_gg,640,13.70558269111348,109.25045703839122,8.899839258313467,304.5833740234375,31.433374023437523
2026-08-01,2026-08-11 12:00:00,252,2t,instant,K,reduced_gg,640,13.70558269111348,109.25045703839122,8.899839258313467,303.02850341796875,29.878503417968773
2026-08-01,2026-08-11 18:00:00,258,2t,instant,K,reduced_gg,640,13.70558269111348,109.25045703839122,8.899839258313467,301.32879638671875,28.178796386718773
2026-08-01,2026-08-12 00:00:00,264,2t,instant,K,reduced_gg,640,13.70558269111348,109.25045703839122,8.899839258313467,301.98313903808594,28.83313903808596
2026-08-01,2026-08-12 06:00:00,270,2t,instant,K,reduced_gg,640,13.70558269111348,109.25045703839122,8.899839258313467,304.6761932373047,31.52619323730471
2026-08-01,2026-08-12 12:00:00,276,2t,instant,K,reduced_gg,640,13.70558269111348,109.25045703839122,8.899839258313467,303.42755126953125,30.277551269531273
2026-08-01,2026-08-12 18:00:00,282,2t,instant,K,reduced_gg,640,13.70558269111348,109.25045703839122,8.899839258313467,301.5680694580078,28.418069458007835
2026-08-01,2026-08-13 00:00:00,288,2t,instant,K,reduced_gg,640,13.70558269111348,109.25045703839122,8.899839258313467,302.1334228515625,28.983422851562523
2026-08-01,2026-08-13 06:00:00,294,2t,instant,K,reduced_gg,640,13.70558269111348,109.25045703839122,8.899839258313467,305.44825744628906,32.298257446289085
2026-08-01,2026-08-13 12:00:00,300,2t,instant,K,reduced_gg,640,13.70558269111348,109.25045703839122,8.899839258313467,302.943359375,29.793359375000023
2026-08-01,2026-08-13 18:00:00,306,2t,instant,K,reduced_gg,640,13.70558269111348,109.25045703839122,8.899839258313467,301.7759552001953,28.625955200195335
2026-08-01,2026-08-14 00:00:00,312,2t,instant,K,reduced_gg,640,13.70558269111348,109.25045703839122,8.899839258313467,302.0625762939453,28.912576293945335
2026-08-01,2026-08-14 06:00:00,318,2t,instant,K,reduced_gg,640,13.70558269111348,109.25045703839122,8.899839258313467,305.7613830566406,32.61138305664065
2026-08-01,2026-08-14 12:00:00,324,2t,instant,K,reduced_gg,640,13.70558269111348,109.25045703839122,8.899839258313467,303.43177795410156,30.281777954101585
2026-08-01,2026-08-14 18:00:00,330,2t,instant,K,reduced_gg,640,13.70558269111348,109.25045703839122,8.899839258313467,301.96763610839844,28.81763610839846
2026-08-01,2026-08-15 00:00:00,336,2t,instant,K,reduced_gg,640,13.70558269111348,109.25045703839122,8.899839258313467,302.0930938720703,28.943093872070335
2026-08-01,2026-08-15 06:00:00,342,2t,instant,K,reduced_gg,640,13.70558269111348,109.25045703839122,8.899839258313467,305.33433532714844,32.18433532714846
2026-08-01,2026-08-15 12:00:00,348,2t,instant,K,reduced_gg,640,13.70558269111348,109.25045703839122,8.899839258313467,302.97222900390625,29.822229003906273
2026-08-01,2026-08-15 18:00:00,354,2t,instant,K,reduced_gg,640,13.70558269111348,109.25045703839122,8.899839258313467,301.59278869628906,28.442788696289085
2026-08-01,2026-08-16 00:00:00,360,2t,instant,K,reduced_gg,640,13.70558269111348,109.25045703839122,8.899839258313467,302.30528259277344,29.15528259277346
